gamma,edge_source,edge_dest,edge_found,flow_value,gamma_cost,penalty_cost,has_violation,violations_count,simulation_time,status
1.0,81,82,True,6,1.0,6.0,True,1,1.7811798909890166,success
50.0,81,82,True,1,50.0,50.0,True,1,2.02984795251279,success
100.0,81,82,True,0,100.0,0.0,False,0,1.288571289540997,success
