gamma,edge_source,edge_dest,edge_found,flow_value,gamma_cost,penalty_cost,has_violation,violations_count,simulation_time,status,dimacs_backup
1.0,81,82,True,0,1,0,False,0,5.862075567245483,success,output/experiments/gamma_analysis_20250706_171248/tsg_backups/TSG_gamma_1.0_20250706_171248.txt
10.0,81,82,True,0,10,0,False,0,2.4494988918304443,success,output/experiments/gamma_analysis_20250706_171248/tsg_backups/TSG_gamma_10.0_20250706_171248.txt
